 -64 	 0.649052 	 
 -58.62 	 1.09954   
 -53.24 	 1.80409 	 
 -47.86 	 2.87507 	 
 -42.48 	 4.46132 	 
 -37.1 	 6.75572 	 
 -31.72 	 10.0031   
 -26.34 	 14.5083 	 
 -20.96 	 20.645 	 
 -15.58 	 28.8634 	 
 -10.2 	 39.6987 	 
 -4.82 	 53.7788 	 
 0.56 	 71.8307 	 
 5.94 	 94.6874 	 
 11.32 	 123.293 	 
 16.7 	 158.708 	 
 22.08 	 202.111 	 
 27.46 	 254.803 	 
 32.84 	 318.207 	 
 38.22 	 393.87 	 
 43.6 	 483.462 	 
 48.98 	 588.77 	 
 54.36 	 711.703 	 
 59.74 	 854.28 	
 65.12 	 1018.63 
