x y
 8 	 40.8824 	 
 12.84 	 52.6555 	 
 17.68 	 67.1212 	 
 22.52 	 84.7331 	 
 27.36 	 105.992 	 
 32.2 	 131.447 	 
 37.04 	 161.694 	 
 41.88 	 197.38 	 
 46.72 	 239.199 	 
 51.56 	 287.892 	 
 56.4 	 344.251 	 
 61.24 	 409.11 	 
 66.08 	 483.348 	 
 70.92 	 567.889 	 
 75.76 	 663.697 	
