 1 	 4.88534 	 
 8.46 	 8.25232 	 
 15.92 	 13.5093 	 
 23.38 	 21.4909 	 
 30.84 	 33.3036 	 
 38.3 	 50.383 	 
 45.76 	 74.5534 	 
 53.22 	 108.092 	 
 60.68 	 153.792 	 
 68.14 	 215.03 	 
 75.6 	 295.826 	 
 83.06 	 400.906 	 
 90.52 	 535.758 	 
 97.98 	 706.685 	 
